ODS,Year,Variable,Value
RXQ,2017,Condition Appearance and Maintenance,0.8262
RXQ,2017,Dementia,0.771
RXQ,2017,Disability,0.7955
RJF,2017,Cleanliness,0.98
RJF,2017,Food,0.9221
RJF,2017,Organisation Food,0.8797
RJF,2017,Ward Food,0.9563
RJF,2017,"Privacy, Dignity and Wellbeing",0.8044
RJF,2017,Condition Appearance and Maintenance,0.917
RJF,2017,Dementia,0.7806
RJF,2017,Disability,0.8805
RWY,2017,Cleanliness,0.9948
RWY,2017,Food,0.9532
RWY,2017,Organisation Food,0.9444
RWY,2017,Ward Food,0.9548
RWY,2017,"Privacy, Dignity and Wellbeing",0.8721
RWY,2017,Condition Appearance and Maintenance,0.9582
RWY,2017,Dementia,0.8141
RWY,2017,Disability,0.889
RJX,2017,Cleanliness,0.9957
RJX,2017,Food,0.9479
RJX,2017,Organisation Food,0.873
RJX,2017,Ward Food,0.9772
RJX,2017,"Privacy, Dignity and Wellbeing",0.7722
RJX,2017,Condition Appearance and Maintenance,0.9508
RJX,2017,Dementia,0.6658
RJX,2017,Disability,0.7433
RGT,2017,Cleanliness,0.9617
RGT,2017,Food,0.8281
RGT,2017,Organisation Food,0.7852
RGT,2017,Ward Food,0.8324
RGT,2017,"Privacy, Dignity and Wellbeing",0.8048
RGT,2017,Condition Appearance and Maintenance,0.9166
RGT,2017,Dementia,0.7057
RGT,2017,Disability,0.7955
RT1,2017,Cleanliness,1
RT1,2017,Food,0.7406
RT1,2017,Organisation Food,0.8427
RT1,2017,Ward Food,0.6579
RT1,2017,"Privacy, Dignity and Wellbeing",0.83
RT1,2017,Condition Appearance and Maintenance,0.9538
RT1,2017,Dementia,0.7775
RT1,2017,Disability,0.8913
RYV,2017,Cleanliness,0.9835
RYV,2017,Food,0.8418
RYV,2017,Organisation Food,0.8786
RYV,2017,Ward Food,0.8097
RYV,2017,"Privacy, Dignity and Wellbeing",0.9429
RYV,2017,Condition Appearance and Maintenance,0.9483
RYV,2017,Dementia, -
RYV,2017,Disability,0.9598
RV3,2017,Cleanliness,1
RV3,2017,Food,0.9404
RV3,2017,Organisation Food,0.9229
RV3,2017,Ward Food,0.965
RV3,2017,"Privacy, Dignity and Wellbeing",0.85
RV3,2017,Condition Appearance and Maintenance,0.9512
RV3,2017,Dementia,0.8078
RV3,2017,Disability,0.8873
RYX,2017,Cleanliness,0.972
RYX,2017,Food,0.9969
RYX,2017,Organisation Food,0.9928
RYX,2017,Ward Food,1
RYX,2017,"Privacy, Dignity and Wellbeing",0.8788
RYX,2017,Condition Appearance and Maintenance,0.934
RYX,2017,Dementia,0.8225
RYX,2017,Disability,0.9335
RW3,2017,Cleanliness,0.9941
RW3,2017,Food,0.8498
RW3,2017,Organisation Food,0.8695
RW3,2017,Ward Food,0.8375
RW3,2017,"Privacy, Dignity and Wellbeing",0.8324
RW3,2017,Condition Appearance and Maintenance,0.9648
RW3,2017,Dementia,0.767
RW3,2017,Disability,0.8154
RQM,2017,Cleanliness,0.9995
RQM,2017,Food,0.954
RQM,2017,Organisation Food,0.9045
RQM,2017,Ward Food,0.9669
RQM,2017,"Privacy, Dignity and Wellbeing",0.9094
RQM,2017,Condition Appearance and Maintenance,0.988
RQM,2017,Dementia,0.9585
RQM,2017,Disability,0.9702
RXA,2017,Cleanliness,0.9972
RXA,2017,Food,0.9684
RXA,2017,Organisation Food,0.9429
RXA,2017,Ward Food,1
RXA,2017,"Privacy, Dignity and Wellbeing",0.9497
RXA,2017,Condition Appearance and Maintenance,0.9688
RXA,2017,Dementia, -
RXA,2017,Disability,0.8696
RFS,2017,Cleanliness,0.9911
RFS,2017,Food,0.9092
RFS,2017,Organisation Food,0.8396
RFS,2017,Ward Food,0.9258
RFS,2017,"Privacy, Dignity and Wellbeing",0.8933
RFS,2017,Condition Appearance and Maintenance,0.9711
RFS,2017,Dementia,0.8406
RFS,2017,Disability,0.9133
RLN,2017,Cleanliness,0.9886
RLN,2017,Food,0.9933
RLN,2017,Organisation Food,1
RLN,2017,Ward Food,0.9859
RLN,2017,"Privacy, Dignity and Wellbeing",0.822
RLN,2017,Condition Appearance and Maintenance,0.9323
RLN,2017,Dementia,0.8097
RLN,2017,Disability,0.8498
REN,2017,Cleanliness,0.9984
REN,2017,Food,0.8997
REN,2017,Organisation Food,0.8214
REN,2017,Ward Food,0.9602
REN,2017,"Privacy, Dignity and Wellbeing",0.8286
REN,2017,Condition Appearance and Maintenance,0.9102
REN,2017,Dementia,0.6716
REN,2017,Disability,0.749
RDE,2017,Cleanliness,0.9929
RDE,2017,Food,0.9188
RDE,2017,Organisation Food,0.8703
RDE,2017,Ward Food,0.9335
RDE,2017,"Privacy, Dignity and Wellbeing",0.8541
RDE,2017,Condition Appearance and Maintenance,0.9562
RDE,2017,Dementia,0.7639
RDE,2017,Disability,0.8625
RJ8,2017,Cleanliness,0.9732
RJ8,2017,Food,0.9336
RJ8,2017,Organisation Food,0.8969
RJ8,2017,Ward Food,0.9665
RJ8,2017,"Privacy, Dignity and Wellbeing",0.8084
RJ8,2017,Condition Appearance and Maintenance,0.9167
RJ8,2017,Dementia,0.5873
RJ8,2017,Disability,0.6953
RJR,2017,Cleanliness,0.9957
RJR,2017,Food,0.9479
RJR,2017,Organisation Food,0.873
RJR,2017,Ward Food,0.9772
RJR,2017,"Privacy, Dignity and Wellbeing",0.7722
RJR,2017,Condition Appearance and Maintenance,0.9508
RJR,2017,Dementia,0.6658
RJR,2017,Disability,0.7433
RXP,2017,Cleanliness,0.976
RXP,2017,Food,0.9702
RXP,2017,Organisation Food,0.9838
RXP,2017,Ward Food,0.9657
RXP,2017,"Privacy, Dignity and Wellbeing",0.9152
RXP,2017,Condition Appearance and Maintenance,0.9073
RXP,2017,Dementia,0.7792
RXP,2017,Disability,0.8043
RYG,2017,Cleanliness,0.9692
RYG,2017,Food,0.905
RYG,2017,Organisation Food,0.8843
RYG,2017,Ward Food,0.9261
RYG,2017,"Privacy, Dignity and Wellbeing",0.9697
RYG,2017,Condition Appearance and Maintenance,0.9876
RYG,2017,Dementia, -
RYG,2017,Disability,0.9564
RJ6,2017,Cleanliness,0.9632
RJ6,2017,Food,0.9514
RJ6,2017,Organisation Food,0.9391
RJ6,2017,Ward Food,0.9562
RJ6,2017,"Privacy, Dignity and Wellbeing",0.7167
RJ6,2017,Condition Appearance and Maintenance,0.9083
RJ6,2017,Dementia,0.845
RJ6,2017,Disability,0.8698
RNN,2017,Cleanliness,0.9833
RNN,2017,Food,0.9473
RNN,2017,Organisation Food,0.9703
RNN,2017,Ward Food,0.9153
RNN,2017,"Privacy, Dignity and Wellbeing",0.8561
RNN,2017,Condition Appearance and Maintenance,0.9583
RNN,2017,Dementia,0.8108
RNN,2017,Disability,0.9601
RN7,2017,Cleanliness,0.9178
RN7,2017,Food,0.8865
RN7,2017,Organisation Food,0.8338
RN7,2017,Ward Food,0.9491
RN7,2017,"Privacy, Dignity and Wellbeing",0.5648
RN7,2017,Condition Appearance and Maintenance,0.8776
RN7,2017,Dementia,0.9088
RN7,2017,Disability,0.8751
RTG,2017,Cleanliness,0.9924
RTG,2017,Food,0.9239
RTG,2017,Organisation Food,0.8703
RTG,2017,Ward Food,0.9318
RTG,2017,"Privacy, Dignity and Wellbeing",0.9139
RTG,2017,Condition Appearance and Maintenance,0.9726
RTG,2017,Dementia,0.7925
RTG,2017,Disability,0.9196
RY8,2017,Cleanliness,0.9959
RY8,2017,Food,0.9495
RY8,2017,Organisation Food,0.8969
RY8,2017,Ward Food,1
RY8,2017,"Privacy, Dignity and Wellbeing",0.9179
RY8,2017,Condition Appearance and Maintenance,0.9806
RY8,2017,Dementia,0.8199
RY8,2017,Disability,0.9109
RXM,2017,Cleanliness,0.9965
RXM,2017,Food,0.9197
RXM,2017,Organisation Food,0.8324
RXM,2017,Ward Food,0.9927
RXM,2017,"Privacy, Dignity and Wellbeing",0.9556
RXM,2017,Condition Appearance and Maintenance,0.9648
RXM,2017,Dementia, -
RXM,2017,Disability,0.907
RWV,2017,Cleanliness,0.9806
RWV,2017,Food,0.9285
RWV,2017,Organisation Food,0.8792
RWV,2017,Ward Food,0.9813
RWV,2017,"Privacy, Dignity and Wellbeing",0.9519
RWV,2017,Condition Appearance and Maintenance,0.9885
RWV,2017,Dementia,0.9057
RWV,2017,Disability,0.9481
RP5,2017,Cleanliness,0.991
RP5,2017,Food,0.8349
RP5,2017,Organisation Food,0.7567
RP5,2017,Ward Food,0.8691
RP5,2017,"Privacy, Dignity and Wellbeing",0.8444
RP5,2017,Condition Appearance and Maintenance,0.9454
RP5,2017,Dementia,0.7845
RP5,2017,Disability,0.7748
RBD,2017,Cleanliness,0.9902
RBD,2017,Food,0.8807
RBD,2017,Organisation Food,0.9067
RBD,2017,Ward Food,0.8724
RBD,2017,"Privacy, Dignity and Wellbeing",0.8502
RBD,2017,Condition Appearance and Maintenance,0.938
RBD,2017,Dementia,0.776
RBD,2017,Disability,0.8566
RDY,2017,Cleanliness,1
RDY,2017,Food, -
RDY,2017,Organisation Food, -
RDY,2017,Ward Food, -
RDY,2017,"Privacy, Dignity and Wellbeing",0.8571
RDY,2017,Condition Appearance and Maintenance,0.9685
RDY,2017,Dementia,0.4762
RDY,2017,Disability,0.5652
RYK,2017,Cleanliness,0.9783
RYK,2017,Food,0.8925
RYK,2017,Organisation Food,0.7978
RYK,2017,Ward Food,1
RYK,2017,"Privacy, Dignity and Wellbeing",0.8433
RYK,2017,Condition Appearance and Maintenance,0.9258
RYK,2017,Dementia,0.8161
RYK,2017,Disability,0.7504
RWH,2017,Cleanliness,0.9929
RWH,2017,Food,0.875
RWH,2017,Organisation Food,0.8619
RWH,2017,Ward Food,0.8804
RWH,2017,"Privacy, Dignity and Wellbeing",0.8083
RWH,2017,Condition Appearance and Maintenance,0.9315
RWH,2017,Dementia,0.7056
RWH,2017,Disability,0.8269
RJN,2017,Cleanliness,0.9989
RJN,2017,Food,0.9292
RJN,2017,Organisation Food,0.9303
RJN,2017,Ward Food,0.9286
RJN,2017,"Privacy, Dignity and Wellbeing",0.8402
RJN,2017,Condition Appearance and Maintenance,0.9625
RJN,2017,Dementia,0.9256
RJN,2017,Disability,0.9491
RVV,2017,Cleanliness,0.9856
RVV,2017,Food,0.8645
RVV,2017,Organisation Food,0.867
RVV,2017,Ward Food,0.8638
RVV,2017,"Privacy, Dignity and Wellbeing",0.8791
RVV,2017,Condition Appearance and Maintenance,0.9705
RVV,2017,Dementia,0.889
RVV,2017,Disability,0.9025
RXR,2017,Cleanliness,0.9407
RXR,2017,Food,0.8746
RXR,2017,Organisation Food,0.8184
RXR,2017,Ward Food,0.9471
RXR,2017,"Privacy, Dignity and Wellbeing",0.8571
RXR,2017,Condition Appearance and Maintenance,0.9348
RXR,2017,Dementia,0.8232
RXR,2017,Disability,0.8281
RWK,2017,Cleanliness,1
RWK,2017,Food,0.8709
RWK,2017,Organisation Food,0.7979
RWK,2017,Ward Food,0.9704
RWK,2017,"Privacy, Dignity and Wellbeing",0.8393
RWK,2017,Condition Appearance and Maintenance,0.9746
RWK,2017,Dementia,0.8242
RWK,2017,Disability,0.8842
RXC,2017,Cleanliness,0.9929
RXC,2017,Food,0.9732
RXC,2017,Organisation Food,0.9689
RXC,2017,Ward Food,0.9794
RXC,2017,"Privacy, Dignity and Wellbeing",0.8235
RXC,2017,Condition Appearance and Maintenance,0.951
RXC,2017,Dementia,0.7197
RXC,2017,Disability,0.8516
RVR,2017,Cleanliness,0.9839
RVR,2017,Food,0.8611
RVR,2017,Organisation Food,0.8797
RVR,2017,Ward Food,0.8575
RVR,2017,"Privacy, Dignity and Wellbeing",0.6833
RVR,2017,Condition Appearance and Maintenance,0.904
RVR,2017,Dementia,0.7083
RVR,2017,Disability,0.7548
RDU,2017,Cleanliness,0.9906
RDU,2017,Food,0.8199
RDU,2017,Organisation Food,0.7607
RDU,2017,Ward Food,0.8658
RDU,2017,"Privacy, Dignity and Wellbeing",0.7727
RDU,2017,Condition Appearance and Maintenance,0.9038
RDU,2017,Dementia,0.6915
RDU,2017,Disability,0.6915
RR7,2017,Cleanliness,0.9997
RR7,2017,Food,0.9369
RR7,2017,Organisation Food,0.9179
RR7,2017,Ward Food,0.9425
RR7,2017,"Privacy, Dignity and Wellbeing",0.8501
RR7,2017,Condition Appearance and Maintenance,0.9706
RR7,2017,Dementia,0.7806
RR7,2017,Disability,0.8645
RLT,2017,Cleanliness,0.9568
RLT,2017,Food,0.9152
RLT,2017,Organisation Food,0.8669
RLT,2017,Ward Food,0.9278
RLT,2017,"Privacy, Dignity and Wellbeing",0.7864
RLT,2017,Condition Appearance and Maintenance,0.8884
RLT,2017,Dementia,0.6846
RLT,2017,Disability,0.8021
RTE,2017,Cleanliness,0.957
RTE,2017,Food,0.8987
RTE,2017,Organisation Food,0.7609
RTE,2017,Ward Food,1
RTE,2017,"Privacy, Dignity and Wellbeing",0.7407
RTE,2017,Condition Appearance and Maintenance,0.948
RTE,2017,Dementia, -
RTE,2017,Disability,0.7618
RP4,2017,Cleanliness,0.9844
RP4,2017,Food,0.9241
RP4,2017,Organisation Food,0.9173
RP4,2017,Ward Food,0.9254
RP4,2017,"Privacy, Dignity and Wellbeing",0.9344
RP4,2017,Condition Appearance and Maintenance,0.9631
RP4,2017,Dementia, -
RP4,2017,Disability,0.9362
RN3,2017,Cleanliness,0.9973
RN3,2017,Food,0.8872
RN3,2017,Organisation Food,0.9097
RN3,2017,Ward Food,0.8626
RN3,2017,"Privacy, Dignity and Wellbeing",0.9286
RN3,2017,Condition Appearance and Maintenance,0.9761
RN3,2017,Dementia,0.8422
RN3,2017,Disability,0.9397
RXV,2017,Cleanliness,0.9741
RXV,2017,Food,0.7986
RXV,2017,Organisation Food,0.9203
RXV,2017,Ward Food,0.7564
RXV,2017,"Privacy, Dignity and Wellbeing",0.892
RXV,2017,Condition Appearance and Maintenance,0.9612
RXV,2017,Dementia,0.9754
RXV,2017,Disability,0.8946
RJ1,2017,Cleanliness,1
RJ1,2017,Food,0.9269
RJ1,2017,Organisation Food,0.9493
RJ1,2017,Ward Food,0.898
RJ1,2017,"Privacy, Dignity and Wellbeing",0.8
RJ1,2017,Condition Appearance and Maintenance,0.9596
RJ1,2017,Dementia,0.8835
RJ1,2017,Disability,0.8859
RN5,2017,Cleanliness,0.9966
RN5,2017,Food,0.9591
RN5,2017,Organisation Food,0.9269
RN5,2017,Ward Food,0.977
RN5,2017,"Privacy, Dignity and Wellbeing",0.8844
RN5,2017,Condition Appearance and Maintenance,0.9587
RN5,2017,Dementia,0.9018
RN5,2017,Disability,0.9318
RCD,2017,Cleanliness,0.9487
RCD,2017,Food,0.7452
RCD,2017,Organisation Food,0.8792
RCD,2017,Ward Food,0.6079
RCD,2017,"Privacy, Dignity and Wellbeing",0.6444
RCD,2017,Condition Appearance and Maintenance,0.7286
RCD,2017,Dementia,0.6073
RCD,2017,Disability,0.8252
RR1,2017,Cleanliness,0.9821
RR1,2017,Food,0.9377
RR1,2017,Organisation Food,0.8882
RR1,2017,Ward Food,0.957
RR1,2017,"Privacy, Dignity and Wellbeing",0.6942
RR1,2017,Condition Appearance and Maintenance,0.8913
RR1,2017,Dementia,0.5835
RR1,2017,Disability,0.6821
RY4,2017,Cleanliness,0.9429
RY4,2017,Food,0.9379
RY4,2017,Organisation Food,0.9568
RY4,2017,Ward Food,0.9242
RY4,2017,"Privacy, Dignity and Wellbeing",0.875
RY4,2017,Condition Appearance and Maintenance,0.8182
RY4,2017,Dementia,0.8734
RY4,2017,Disability,0.9191
RWR,2017,Cleanliness,0.9703
RWR,2017,Food,0.9043
RWR,2017,Organisation Food,0.8567
RWR,2017,Ward Food,0.9596
RWR,2017,"Privacy, Dignity and Wellbeing",0.922
RWR,2017,Condition Appearance and Maintenance,0.8797
RWR,2017,Dementia, -
RWR,2017,Disability,0.7724
RQQ,2017,Cleanliness,0.9918
RQQ,2017,Food,0.9503
RQQ,2017,Organisation Food,0.8935
RQQ,2017,Ward Food,0.9778
RQQ,2017,"Privacy, Dignity and Wellbeing",0.8615
RQQ,2017,Condition Appearance and Maintenance,0.9233
RQQ,2017,Dementia,0.7604
RQQ,2017,Disability,0.7685
RQX,2017,Cleanliness,0.9968
RQX,2017,Food,0.9205
RQX,2017,Organisation Food,0.9713
RQX,2017,Ward Food,0.9094
RQX,2017,"Privacy, Dignity and Wellbeing",0.8578
RQX,2017,Condition Appearance and Maintenance,0.9647
RQX,2017,Dementia,0.8875
RQX,2017,Disability,0.9039
RY9,2017,Cleanliness,0.997
RY9,2017,Food,0.828
RY9,2017,Organisation Food,0.8366
RY9,2017,Ward Food,0.8178
RY9,2017,"Privacy, Dignity and Wellbeing",0.8667
RY9,2017,Condition Appearance and Maintenance,0.9518
RY9,2017,Dementia,0.7622
RY9,2017,Disability,0.8664
RWA,2017,Cleanliness,0.9854
RWA,2017,Food,0.9148
RWA,2017,Organisation Food,0.8339
RWA,2017,Ward Food,0.9306
RWA,2017,"Privacy, Dignity and Wellbeing",0.8294
RWA,2017,Condition Appearance and Maintenance,0.9043
RWA,2017,Dementia,0.66
RWA,2017,Disability,0.7644
RV9,2017,Cleanliness,0.9967
RV9,2017,Food,0.8861
RV9,2017,Organisation Food,0.7988
RV9,2017,Ward Food,1
RV9,2017,"Privacy, Dignity and Wellbeing",0.8477
RV9,2017,Condition Appearance and Maintenance,0.9398
RV9,2017,Dementia, -
RV9,2017,Disability,0.9021
RYJ,2017,Cleanliness,1
RYJ,2017,Food,0.9608
RYJ,2017,Organisation Food,0.9541
RYJ,2017,Ward Food,0.9688
RYJ,2017,"Privacy, Dignity and Wellbeing",0.7982
RYJ,2017,Condition Appearance and Maintenance,0.9556
RYJ,2017,Dementia,0.8318
RYJ,2017,Disability,0.7785
RGQ,2017,Cleanliness,0.965
RGQ,2017,Food,0.8252
RGQ,2017,Organisation Food,0.8396
RGQ,2017,Ward Food,0.822
RGQ,2017,"Privacy, Dignity and Wellbeing",0.7686
RGQ,2017,Condition Appearance and Maintenance,0.8677
RGQ,2017,Dementia,0.637
RGQ,2017,Disability,0.7287
R1F,2017,Cleanliness,0.991
R1F,2017,Food,0.7686
R1F,2017,Organisation Food,0.7582
R1F,2017,Ward Food,0.7728
R1F,2017,"Privacy, Dignity and Wellbeing",0.7756
R1F,2017,Condition Appearance and Maintenance,0.9558
R1F,2017,Dementia,0.6661
R1F,2017,Disability,0.727
RGP,2017,Cleanliness,0.995
RGP,2017,Food,0.8381
RGP,2017,Organisation Food,0.7635
RGP,2017,Ward Food,0.8765
RGP,2017,"Privacy, Dignity and Wellbeing",0.7165
RGP,2017,Condition Appearance and Maintenance,0.9105
RGP,2017,Dementia,0.6864
RGP,2017,Disability,0.7743
RXY,2017,Cleanliness,0.9958
RXY,2017,Food,0.8496
RXY,2017,Organisation Food,0.8751
RXY,2017,Ward Food,0.8291
RXY,2017,"Privacy, Dignity and Wellbeing",0.8971
RXY,2017,Condition Appearance and Maintenance,0.9605
RXY,2017,Dementia, -
RXY,2017,Disability,0.7186
RYY,2017,Cleanliness,1
RYY,2017,Food,0.9348
RYY,2017,Organisation Food,0.8668
RYY,2017,Ward Food,1
RYY,2017,"Privacy, Dignity and Wellbeing",0.7949
RYY,2017,Condition Appearance and Maintenance,0.9451
RYY,2017,Dementia,0.8194
RYY,2017,Disability,0.8251
RNQ,2017,Cleanliness,0.9765
RNQ,2017,Food,0.8219
RNQ,2017,Organisation Food,0.7727
RNQ,2017,Ward Food,0.8311
RNQ,2017,"Privacy, Dignity and Wellbeing",0.6855
RNQ,2017,Condition Appearance and Maintenance,0.8492
RNQ,2017,Dementia,0.639
RNQ,2017,Disability,0.7347
RJZ,2017,Cleanliness,0.986
RJZ,2017,Food,0.8868
RJZ,2017,Organisation Food,0.9126
RJZ,2017,Ward Food,0.875
RJZ,2017,"Privacy, Dignity and Wellbeing",0.6809
RJZ,2017,Condition Appearance and Maintenance,0.9229
RJZ,2017,Dementia,0.7208
RJZ,2017,Disability,0.7455
RAX,2017,Cleanliness,0.9514
RAX,2017,Food,0.8318
RAX,2017,Organisation Food,0.9153
RAX,2017,Ward Food,0.8208
RAX,2017,"Privacy, Dignity and Wellbeing",0.7955
RAX,2017,Condition Appearance and Maintenance,0.8794
RAX,2017,Dementia,0.7071
RAX,2017,Disability,0.7503
RW5,2017,Cleanliness,0.9795
RW5,2017,Food,0.9065
RW5,2017,Organisation Food,0.9531
RW5,2017,Ward Food,0.842
RW5,2017,"Privacy, Dignity and Wellbeing",0.871
RW5,2017,Condition Appearance and Maintenance,0.9488
RW5,2017,Dementia,0.7629
RW5,2017,Disability,0.8803
RXN,2017,Cleanliness,0.9991
RXN,2017,Food,0.8833
RXN,2017,Organisation Food,0.8018
RXN,2017,Ward Food,0.8978
RXN,2017,"Privacy, Dignity and Wellbeing",0.8121
RXN,2017,Condition Appearance and Maintenance,0.9788
RXN,2017,Dementia,0.7878
RXN,2017,Disability,0.868
RGD,2017,Cleanliness,0.9948
RGD,2017,Food,0.8932
RGD,2017,Organisation Food,0.7934
RGD,2017,Ward Food,0.9633
RGD,2017,"Privacy, Dignity and Wellbeing",0.8838
RGD,2017,Condition Appearance and Maintenance,0.9828
RGD,2017,Dementia, -
RGD,2017,Disability,0.9384
RY6,2017,Cleanliness,0.9514
RY6,2017,Food,0.8921
RY6,2017,Organisation Food,0.8299
RY6,2017,Ward Food,1
RY6,2017,"Privacy, Dignity and Wellbeing",0.9565
RY6,2017,Condition Appearance and Maintenance,0.9235
RY6,2017,Dementia,0.9816
RY6,2017,Disability,0.9127
RR8,2017,Cleanliness,0.9915
RR8,2017,Food,0.9431
RR8,2017,Organisation Food,0.9254
RR8,2017,Ward Food,0.9545
RR8,2017,"Privacy, Dignity and Wellbeing",0.8494
RR8,2017,Condition Appearance and Maintenance,0.9217
RR8,2017,Dementia,0.795
RR8,2017,Disability,0.8141
RT5,2017,Cleanliness,0.9724
RT5,2017,Food,0.8673
RT5,2017,Organisation Food,0.8218
RT5,2017,Ward Food,0.9109
RT5,2017,"Privacy, Dignity and Wellbeing",0.8028
RT5,2017,Condition Appearance and Maintenance,0.8869
RT5,2017,Dementia,0.6571
RT5,2017,Disability,0.8041
RY5,2017,Cleanliness,0.9559
RY5,2017,Food,0.8783
RY5,2017,Organisation Food,0.8488
RY5,2017,Ward Food,0.907
RY5,2017,"Privacy, Dignity and Wellbeing",0.6944
RY5,2017,Condition Appearance and Maintenance,0.7092
RY5,2017,Dementia,0.5691
RY5,2017,Disability,0.7413
RP7,2017,Cleanliness,0.9959
RP7,2017,Food,0.846
RP7,2017,Organisation Food,0.8087
RP7,2017,Ward Food,0.8853
RP7,2017,"Privacy, Dignity and Wellbeing",0.775
RP7,2017,Condition Appearance and Maintenance,0.9261
RP7,2017,Dementia, -
RP7,2017,Disability,0.8198
RY1,2017,Cleanliness,1
RY1,2017,Food,0.9404
RY1,2017,Organisation Food,0.9425
RY1,2017,Ward Food,0.9377
RY1,2017,"Privacy, Dignity and Wellbeing",0.9516
RY1,2017,Condition Appearance and Maintenance,0.9722
RY1,2017,Dementia,0.8493
RY1,2017,Disability,0.9296
RBQ,2017,Cleanliness,0.9875
RBQ,2017,Food,0.9853
RBQ,2017,Organisation Food,0.9914
RBQ,2017,Ward Food,0.9825
RBQ,2017,"Privacy, Dignity and Wellbeing",0.8932
RBQ,2017,Condition Appearance and Maintenance,0.9686
RBQ,2017,Dementia,0.8016
RBQ,2017,Disability,0.8399
REP,2017,Cleanliness,0.9989
REP,2017,Food,0.8887
REP,2017,Organisation Food,0.8066
REP,2017,Ward Food,0.9479
REP,2017,"Privacy, Dignity and Wellbeing",0.7784
REP,2017,Condition Appearance and Maintenance,0.9475
REP,2017,Dementia,0.7271
REP,2017,Disability,0.749
R1K,2017,Cleanliness,0.8849
R1K,2017,Food,0.9059
R1K,2017,Organisation Food,0.9414
R1K,2017,Ward Food,0.8788
R1K,2017,"Privacy, Dignity and Wellbeing",0.8439
R1K,2017,Condition Appearance and Maintenance,0.8901
R1K,2017,Dementia,0.8083
R1K,2017,Disability,0.8572
RC9,2017,Cleanliness,0.9583
RC9,2017,Food,0.8496
RC9,2017,Organisation Food,0.9189
RC9,2017,Ward Food,0.8352
RC9,2017,"Privacy, Dignity and Wellbeing",0.7306
RC9,2017,Condition Appearance and Maintenance,0.9341
RC9,2017,Dementia,0.799
RC9,2017,Disability,0.82
RWF,2017,Cleanliness,0.9976
RWF,2017,Food,0.9399
RWF,2017,Organisation Food,0.9319
RWF,2017,Ward Food,0.9429
RWF,2017,"Privacy, Dignity and Wellbeing",0.8745
RWF,2017,Condition Appearance and Maintenance,0.9728
RWF,2017,Dementia,0.9285
RWF,2017,Disability,0.9502
RPA,2017,Cleanliness,0.9468
RPA,2017,Food,0.8145
RPA,2017,Organisation Food,0.8362
RPA,2017,Ward Food,0.8115
RPA,2017,"Privacy, Dignity and Wellbeing",0.7209
RPA,2017,Condition Appearance and Maintenance,0.8552
RPA,2017,Dementia,0.6059
RPA,2017,Disability,0.6763
RW4,2017,Cleanliness,0.9907
RW4,2017,Food,0.9233
RW4,2017,Organisation Food,0.9008
RW4,2017,Ward Food,0.9587
